title,year,age,imdb,rotten_tomatoes,netflix,hulu,prime_video,disney+,imdb_raw,rotten_raw,themes,description
Star Wars Rebels,2014,7+,8.0/10,79/100,0,0,0,1,8.0,79.0,Animation Action Adventure,A brave and clever ragtag starship crew stands up against the evil Empire as it tightens its grip on the galaxy and hunts down the last of the Jedi Knights.
The Owl House,2020,7+,8.1/10,78/100,0,0,0,1,8.1,78.0,Animation Action Adventure,"Accidentally sent to the world of the Boiling Isles before a trip to summer camp, a teenage human named Luz longs to become a witch, with the rebellious Eda and pint-sized demon King at her aid."
The Muppet Show,1976,all,8.4/10,78/100,0,0,0,1,8.4,78.0,Comedy Family Music,"Kermit the Frog and his fellow Muppets put on a vaudeville show at their theatre, bringing in a famous celebrity to help out for each episode."
The Mysterious Benedict Society,2021,7+,7.7/10,76/100,0,0,0,1,7.7,76.0,Action Adventure Comedy,"A group of gifted orphans are recruited by an eccentric, benefactor to go on a secret mission."
Monsters at Work,2021,all,7.2/10,75/100,0,0,0,1,7.2,75.0,Animation Adventure Comedy,Mechanic Tylor Tuskmon has big dreams of working his way up the ranks to the Laugh Floor at Monsters Inc.
One Strange Rock,2018,all,8.8/10,74/100,0,0,0,1,8.8,74.0,Documentary,The extraordinary story of Earth and why it is special and uniquely brimming with life among a largely unknown but harsh cosmic arena; astronauts tell the story of Earth through a unique perspective.
High School Musical: The Musical: The Series,2019,7+,7.3/10,73/100,0,0,0,1,7.3,73.0,Comedy Drama Musical,The students from the school where the High School Musical films were shot stage a musical production based on the franchise.
Dinosaurs,1991,7+,7.4/10,73/100,0,0,0,1,7.4,73.0,Comedy Family Fantasy,"This show follows the life of a family of dinosaurs, living in a modern world. They have televisions, refrigerators, et cetera. The only humans around are cavemen, who are viewed as pets and wild animals."
Boy Meets World,1993,all,8.0/10,72/100,0,0,0,1,8.0,72.0,Comedy Drama Family,An adolescent with two siblings tests his various theories about life as he endures the trials of growing up alongside a good friend.
Big Shot,2021,7+,7.5/10,71/100,0,0,0,1,7.5,71.0,Comedy Drama Sport,A temperamental college basketball coach who gets fired from his job and must take a teaching and coaching job at an elite all-girls private high school.
Disney Gallery / Star Wars: The Mandalorian,2020,7+,8.4/10,71/100,0,0,0,1,8.4,71.0,Documentary,"A behind the scenes look at the making of the Disney+ series ""The Mandalorian."""
Phineas and Ferb,2007,all,8.0/10,71/100,0,0,0,1,8.0,71.0,Animation Short Action,"Phineas and Ferb invent, scheme, and stay one step ahead of their bratty sister. Meanwhile, their pet platypus plots against evil Dr. Doofenshmirtz."
Bluey,2018,all,9.6/10,71/100,0,0,0,1,9.6,71.0,Animation Family,The slice-of-life adventures of an Australian Blue Heeler Cattle Dog puppy as she has fun with her family and friends in everyday situations.
Spider-Man,1994,all,8.4/10,70/100,0,0,0,1,8.4,70.0,Action Adventure Sci-Fi,"After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy."
Spider-Man,1994,all,8.4/10,70/100,0,0,0,1,8.4,70.0,Action Adventure Sci-Fi,"After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy."
The Imagineering Story,2019,7+,9.0/10,69/100,0,0,0,1,9.0,69.0,Documentary,The inside look into the Walt Disney Imagineering company.
DuckTales,1987,7+,8.1/10,69/100,0,0,0,1,8.1,69.0,Animation Action Adventure,"The comedy-adventure series chronicles the high-flying adventures of trillionaire Scrooge McDuck; his temperamental nephew Donald Duck; grandnephews Huey, Dewey, and Louie; Launchpad McQuack; and Mrs. Beakley and her granddaughter Webby."
Wizards of Waverly Place,2007,all,6.9/10,68/100,0,0,0,1,6.9,68.0,Adventure Comedy Drama,"The Russo family may be an ordinary family with an average restaurant, but behind close doors, all three children must compete to be the next family wizard."
Star Wars: Clone Wars,2003,7+,7.8/10,68/100,0,0,0,1,7.8,68.0,Animation Action Adventure,Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.
Wolverine and the X-Men,2009,7+,8.0/10,68/100,0,0,0,1,8.0,68.0,Animation Action Adventure,"After an explosion at the school, the X-Men went their separate ways. But they must unite once again under the leadership of Wolverine to prevent an inevitable war while also dealing with present problems."
Marvel Studios: Assembled,2021,7+,8.1/10,66/100,0,0,0,1,8.1,66.0,Documentary,"Assembled is a comprehensive documentary series that chronicles the creation of Marvel Studios' thrilling new shows and theatrical releases. Assembled is an immersive, and in-depth examination of the next phase of the MCU."
Kim Possible,2002,all,7.2/10,66/100,0,0,0,1,7.2,66.0,Animation Action Adventure,A high school cheerleader and her accident-prone best friend balance their duties as global crime-fighters with the typical challenges of adolescence.
Marvel Studios: Legends,2021,16+,6.5/10,66/100,0,0,0,1,6.5,66.0,Short Action Fantasy,"This series showcases individual characters from the MCU, whom viewers have come to know and love over the years and revisit some of their most iconic moments."
Girl Meets World,2014,all,7.1/10,65/100,0,0,0,1,7.1,65.0,Comedy Drama Family,"More than a decade after Boy Meets World (1993), Cory and Topanga Matthews are married and have two children. Their daughter, Riley, faces life lessons through her family, friends, and school--where her father is her history teacher--as her parents did when they were younger."
The Avengers: Earth's Mightiest Heroes,2010,7+,8.3/10,65/100,0,0,0,1,8.3,65.0,Animation Action Adventure,"After 74 villains break out of prison, Marvel's most powerful superheroes team up to capture all of them, and also to defend the Earth from widespread threats."
The World According to Jeff Goldblum,2019,7+,7.8/10,65/100,0,0,0,1,7.8,65.0,Documentary Comedy,"Documentary series in which Goldblum pulls back the curtain on a seemingly familiar object to reveal a world of astonishing connections, fascinating science, and a whole lot of big ideas."
Ultimate Spider-Man,2012,7+,7.2/10,65/100,0,0,0,1,7.2,65.0,Animation Action Adventure,Spider-Man battles evil with a new team of teen colleagues and training from S.H.I.E.L.D.
Amphibia,2019,7+,8.1/10,65/100,0,0,0,1,8.1,65.0,Animation Short Action,"Ordinary Anne Boonchuy, 13, finds a music box that sends her to Amphibia, a world full of frogs, toads, and giant insects. With help from Sprig, she must adjust to life in Amphibia and discover the first true friendship in her life."
Gargoyles,1994,7+,8.1/10,64/100,0,0,0,1,8.1,64.0,Animation Action Adventure,A clan of heroic night creatures pledge to protect modern New York City as they did in Scotland one thousand years earlier.
The Suite Life of Zack & Cody,2005,all,6.5/10,64/100,0,0,0,1,6.5,64.0,Comedy Family,Comedy about identical twins living at the Tipton Hotel with their single mother who is a lounge singer at the hotel.
Darkwing Duck,1991,7+,7.6/10,64/100,0,0,0,1,7.6,64.0,Animation Action Adventure,A bumbling superhero battles crime with the help of his daughter and pilot sidekick.
The Right Stuff,2020,16+,6.8/10,64/100,0,0,0,1,6.8,64.0,Adventure Biography Drama,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred."
The Muppets,2015,7+,7.4/10,64/100,1,0,0,1,7.4,64.0,Adventure Comedy Family,A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.
TRON: Uprising,2012,7+,8.2/10,64/100,0,0,0,1,8.2,64.0,Animation Action Adventure,"In the computer world of the Grid, a young program joins Tron's fight against their world's tyranny."
The Mighty Ducks: Game Changers,2021,7+,7.5/10,63/100,0,0,0,1,7.5,63.0,Comedy Drama Sport,"After failing to make the cut to join the now powerhouse Mighty Ducks junior hockey team, 12-year-old Evan's mother encourages him to form a new team of underdogs with help from Gordon Bombay, the Ducks' original coach."
Recess,1997,7+,7.8/10,63/100,0,0,0,1,7.8,63.0,Animation Adventure Comedy,"Comic tales of a group of good friends, four boys and two girls, during breaks in primary school, as they grow up, relate to each other, and have brushes with authority."
Chip 'n' Dale Rescue Rangers,1989,all,7.6/10,63/100,0,0,0,1,7.6,63.0,Animation Adventure Comedy,"Thirty years after their popular television show ended, chipmunks Chip and Dale live very different lives. When a cast member from the original series mysteriously disappears, the pair must reunite to save their friend."
Doug,1991,7+,7.4/10,63/100,0,0,0,1,7.4,63.0,Animation Adventure Comedy,"The life of a young boy as he meets friends, falls in love, maneuvers his way through grade 6 and writes all about it in his journal."
Lizzie McGuire,2001,all,6.6/10,62/100,0,0,0,1,6.6,62.0,Comedy Drama Family,The daily adventures of an adolescent girl whose real thoughts and emotions are expressed by her sarcastic animated alter ego.
Cosmos: Possible Worlds,2020,7+,9.2/10,62/100,0,0,0,1,9.2,62.0,Documentary,"""Cosmos: A Spacetime Odyssey"" returns for a second season. Ann Druyan, original creative collaborator to Carl Sagan, serves as executive producer."
The Suite Life on Deck,2008,all,6.4/10,62/100,0,0,0,1,6.4,62.0,Action Adventure Comedy,"Spin-off of the hit Disney Channel series ""The Suite Life of Zack & Cody,"" in which twin brothers Zack and Cody Martin and hotel heiress London Tipton enroll in a semester-at-sea program aboard a ship called the SS Tipton."
Hannah Montana,2006,all,5.2/10,61/100,0,0,0,1,5.2,61.0,Comedy Family Music,Adventures of a teenage pop star who keeps her identity secret from even her closest friends by using a disguise on-stage.
Jessie,2011,all,6.0/10,61/100,0,0,0,1,6.0,61.0,Comedy Drama Family,A Texan teen moves to New York City to follow her dreams and ends up as a nanny for a high-profile couple's four children.
Inhumans,2017,7+,5.0/10,61/100,0,0,0,1,5.0,61.0,Action Adventure Sci-Fi,An isolated community of superhumans fight to protect themselves.
Gordon Ramsay: Uncharted,2019,16+,7.8/10,61/100,0,0,0,1,7.8,61.0,Adventure Reality-TV,"Gordon Ramsay journeys to some of the most incredible and remote locations on Earth in search of culinary inspiration, epic adventures, and cultural experiences he will never forget."
Disney's Adventures of the Gummi Bears,1985,all,7.5/10,61/100,0,0,0,1,7.5,61.0,Animation Adventure Family,A group of reclusive humanoid bears and a few trusted humans explore their lost heritage and prevent their enemies from exploiting it.
Star Wars Resistance,2018,7+,5.0/10,60/100,0,0,0,1,5.0,60.0,Animation Action Adventure,"Kazuda Xiono, a young pilot for the Resistance, is tasked with a top secret mission to investigate the First Order, a growing threat in the galaxy."
That's So Raven,2003,all,6.6/10,60/100,0,0,0,1,6.6,60.0,Comedy Family Fantasy,"A teenage girl periodically receives brief psychic visions of the near future. Trying to make these visions come true results in trouble, and hilarious situations, for the girl and her friends."
Turner & Hooch,2021,7+,6.0/10,60/100,0,0,0,1,6.0,60.0,Comedy Crime Drama,A detective must adopt a rambunctious dog in order to help him find a killer.
TaleSpin,1990,all,7.6/10,60/100,0,0,0,1,7.6,60.0,Animation Action Adventure,Baloo the Bear from The Jungle Book (1967) is cast as a 1930s Pacific Islands bush pilot.
Mickey Mouse Clubhouse,2006,all,5.7/10,60/100,0,0,0,1,5.7,60.0,Animation Adventure Comedy,"Mickey and his friends Minnie, Donald, Pluto, Daisy, Goofy, Pete, Clarabelle and more go on fun and educational adventures."
Even Stevens,2000,all,7.6/10,60/100,0,0,0,1,7.6,60.0,Comedy Family,"The Stevens family live in Sacramento, California, where the two younger children in the family, Ren and Louis, who have opposing personalities, often clash."
Andi Mack,2017,all,7.2/10,60/100,0,0,0,1,7.2,60.0,Comedy Drama Family,"A contemporary coming-of-age story about a girl who's trying to determine where she fits in. When her free-spirited older sister returns with a revelation that changes everything, it sends Andi on an uncharted course of self-discovery."
